,stopid,stopname,geometry
7503,12468.0,Western / Lexington,POINT (-118.309322 34.092957)
2436,3987.0,Western / Fountain,POINT (-118.309064 34.09476)
7500,12462.0,Western / Fountain,POINT (-118.309378 34.095476)
12069,65300063.0,Western / Sunset,POINT (-118.309383 34.097697)
5066,8060.0,Sunset / Wilton,POINT (-118.31376 34.097968)
3759,6002.0,Santa Monica / Alexandria,POINT (-118.298048 34.090721)
8611,14398.0,Santa Monica / Hobart,POINT (-118.304446 34.09093)
5384,8598.0,Santa Monica / Normandie,POINT (-118.301091 34.090955)
8598,14380.0,Santa Monica / Alexandria,POINT (-118.298214 34.09097)
7418,12299.0,Normandie / Santa Monica,POINT (-118.300599 34.09105)
2354,3808.0,Normandie / Fountain,POINT (-118.300379 34.095068)
7413,12294.0,Normandie / Fountain,POINT (-118.300618 34.095369)
7419,12300.0,Normandie / Sunset,POINT (-118.300633 34.097853)
2361,3815.0,Normandie / Sunset,POINT (-118.300392 34.097909)
5057,8048.0,Sunset / Kingsley,POINT (-118.302979 34.097999)
5065,8059.0,Sunset / Western,POINT (-118.308905 34.097984)
9876,16348.0,Sunset / Wilton,POINT (-118.313431 34.098222)
9874,16346.0,Sunset / Western,POINT (-118.309566 34.098235)
12068,65300059.0,Western / Sunset,POINT (-118.309088 34.098522)
7501,12464.0,Western / Hollywood,POINT (-118.309416 34.10137)
1506,2495.0,Hollywood / Wilton,POINT (-118.313794 34.101582)
1504,2493.0,Hollywood / Western,POINT (-118.308931 34.101611)
6720,11030.0,Hollywood / Wilton,POINT (-118.313464 34.101835)
11615,141000.0,Hollywood / Western,POINT (-118.309593 34.101862)
6718,11028.0,Hollywood / Western,POINT (-118.309015 34.101863)
5060,8051.0,Sunset / Normandie,POINT (-118.300677 34.098002)
5042,8027.0,Sunset / Alexandria,POINT (-118.298483 34.098007)
9865,16335.0,Sunset / Kingsley,POINT (-118.303399 34.09825)
9868,16338.0,Sunset / Normandie,POINT (-118.300347 34.098255)
9851,16317.0,Sunset / Alexandria,POINT (-118.298154 34.098261)
7414,12295.0,Normandie / Hollywood,POINT (-118.300653 34.101489)
2355,3809.0,Normandie / Hollywood,POINT (-118.300415 34.101544)
1497,2484.0,Hollywood / Harvard,POINT (-118.304528 34.10163)
1500,2488.0,Hollywood / Normandie,POINT (-118.3007 34.101637)
6714,11018.0,Hollywood / Harvard,POINT (-118.304846 34.101879)
7488,12442.0,Vermont / Hollywood - North,POINT (-118.291606 34.099848)
1054,1782.0,Hollywood / Vermont,POINT (-118.291325 34.100759)
10465,17308.0,Vermont / Hollywood,POINT (-118.29192 34.10087)
1503,2491.0,Hollywood / Vermont,POINT (-118.291987 34.101205)
1753,2903.0,Vermont / Prospect,POINT (-118.291612 34.101635)
1493,2480.0,Hollywood / Edgemont,POINT (-118.295933 34.101643)
3150,5069.0,Hollywood / New Hampshire Layover,POINT (-118.29259 34.101869)
6710,11014.0,Hollywood / Edgemont,POINT (-118.296363 34.101895)
9289,15434.0,Hollywood / New Hampshire,POINT (-118.293123 34.101911)
4468,7088.0,Vermont / Melbourne,POINT (-118.291622 34.103476)
11798,142403.0,Hollywood / Normandie,POINT (-118.3008 34.10189)
2216,3602.0,Highland / Franklin,POINT (-118.33871 34.103957)
10200,16890.0,Yucca / Cahuenga,POINT (-118.329547 34.104051)
11888,13000145.0,Cahuenga / Yucca Layover,POINT (-118.330113 34.104454)
332,546.0,Cahuenga / Franklin,POINT (-118.330615 34.105321)
5686,9132.0,Cahuenga / Franklin,POINT (-118.330368 34.105473)
7300,12091.0,Highland / Franklin,POINT (-118.337316 34.105593)
2220,3607.0,Highland / Milner,POINT (-118.337041 34.107993)
7298,12088.0,Highland / Camrose,POINT (-118.337149 34.108405)
2499,4101.0,Odin / Fairfield,POINT (-118.335151 34.110219)
2106,3432.0,Cahuenga / Iris,POINT (-118.331524 34.110363)
1494,2481.0,Hollywood / Fuller,POINT (-118.349105 34.101501)
6642,10880.0,Hollywood / La Brea,POINT (-118.345049 34.101708)
6711,11015.0,Hollywood / Fuller,POINT (-118.348769 34.10175)
336,552.0,Cahuenga / Oakcrest,POINT (-118.34537 34.126449)
5692,9139.0,Cahuenga / Hollycrest,POINT (-118.344559 34.12696)
5695,9142.0,Cahuenga / Barham,POINT (-118.34669 34.127784)
339,555.0,Cahuenga / Barham,POINT (-118.34745 34.128427)
338,554.0,Cahuenga / Barham,POINT (-118.347312 34.128667)
5698,9146.0,Cahuenga / Oakshire,POINT (-118.350187 34.130307)
342,558.0,Cahuenga / Oakshire,POINT (-118.350062 34.130549)
7210,11922.0,Cahuenga / Iris,POINT (-118.331967 34.110406)
6688,10975.0,Highland / Odin,POINT (-118.336474 34.11066)
5690,9137.0,Cahuenga / John Anson Ford Theatre,POINT (-118.335714 34.114691)
5693,9140.0,Cahuenga / Hillpark,POINT (-118.33809 34.117413)
5689,9135.0,2700 Cahuenga,POINT (-118.337107 34.118553)
334,549.0,Cahuenga / Wright,POINT (-118.339502 34.119376)
5688,9134.0,Cahuenga / Woodrow Wilson,POINT (-118.342986 34.123683)
5691,9138.0,Cahuenga / Lakeridge,POINT (-118.342234 34.124128)
10199,16889.0,Yucca / Ivar,POINT (-118.32798 34.103979)
1254,2088.0,Franklin / Beachwood,POINT (-118.321438 34.105137)
1255,2089.0,Franklin / Bronson,POINT (-118.318167 34.105145)
2744,4507.0,Riverside / Mariota,POINT (-118.350301 34.152106)
7774,12965.0,Riverside / Mariota,POINT (-118.350963 34.152357)
9021,15025.0,Lankershim / Campo De Cahuenga,POINT (-118.362424 34.138861)
11323,30002.0,Universal / Studio City Station,POINT (-118.363171 34.139051)
9257,15388.0,Ventura / Campo De Cahuenga,POINT (-118.367692 34.139623)
4444,7047.0,Ventura / Vineland,POINT (-118.369501 34.14004)
4448,7051.0,Ventura / Vineland,POINT (-118.369819 34.140168)
4418,7014.0,Ventura / Eureka,POINT (-118.376092 34.140399)
4395,6984.0,Ventura / Vineland,POINT (-118.369989 34.14052)
9215,15332.0,Ventura / Vineland,POINT (-118.370797 34.140833)
9383,15543.0,Vineland / Bluffside,POINT (-118.370127 34.141871)
9220,15340.0,Ventura / Arch,POINT (-118.373879 34.141967)
4407,6997.0,Ventura / Berry,POINT (-118.382042 34.139839)
4399,6989.0,Ventura / Tujunga,POINT (-118.378575 34.139869)
9267,15401.0,Ventura / Tujunga,POINT (-118.378725 34.140094)
4408,6998.0,Ventura / Blue Canyon,POINT (-118.385005 34.140239)
9225,15345.0,Ventura / Blue Canyon,POINT (-118.384589 34.140372)
9236,15360.0,Ventura / Eureka,POINT (-118.376348 34.140563)
4397,6987.0,Ventura / Colfax,POINT (-118.387461 34.141069)
9232,15353.0,Ventura / Colfax,POINT (-118.387929 34.141535)
10860,18063.0,Tujunga / Dilling,POINT (-118.379085 34.142976)
10924,18133.0,Tujunga / Dilling,POINT (-118.37885 34.143526)
4554,7195.0,Vineland / Bluffside,POINT (-118.370436 34.1422)
6893,11298.0,Lankershim / Aqua Vista,POINT (-118.362615 34.144798)
4553,7194.0,Vineland / Aqua Vista,POINT (-118.370432 34.14511)
9382,15542.0,Vineland / Aqua Vista,POINT (-118.370128 34.145138)
1702,2808.0,Lankershim / Aqua Vista,POINT (-118.362637 34.145406)
1726,2840.0,Lankershim / Whipple,POINT (-118.364626 34.148142)
6918,11331.0,Lankershim / Whipple,POINT (-118.364428 34.148379)
4561,7207.0,Vineland / Moorpark,POINT (-118.370464 34.150106)
1713,2825.0,Lankershim / Moorpark,POINT (-118.366034 34.150463)
9391,15554.0,Vineland / Moorpark,POINT (-118.370162 34.150587)
10861,18064.0,Cahuenga / Lankershim,POINT (-118.361327 34.143634)
10862,18065.0,Cahuenga / Whipple,POINT (-118.361339 34.147743)
10922,18131.0,Cahuenga / Whipple,POINT (-118.361578 34.148044)
10921,18130.0,Cahuenga / Riverside,POINT (-118.361605 34.151943)
2740,4503.0,Riverside / Forman,POINT (-118.352896 34.152101)
7772,12963.0,Riverside / Moorpark,POINT (-118.357741 34.152111)
7768,12958.0,Riverside / Cahuenga,POINT (-118.361156 34.152118)
2738,4500.0,Riverside / Cahuenga,POINT (-118.361289 34.152318)
2745,4508.0,Riverside / Ledge,POINT (-118.356916 34.152336)
7770,12961.0,Riverside / Forman,POINT (-118.353062 34.152353)
10859,18062.0,Tujunga / Valley Spring,POINT (-118.379091 34.146482)
10925,18134.0,Tujunga / Valley Spring,POINT (-118.378856 34.147032)
10926,18135.0,Tujunga / Moorpark,POINT (-118.378863 34.150192)
10858,18061.0,Tujunga / Moorpark,POINT (-118.379103 34.150576)
453,733.0,Colfax / Landale,POINT (-118.38785 34.152395)
10927,18136.0,Tujunga / Sarah,POINT (-118.378864 34.154017)
10857,18060.0,Tujunga / Sarah,POINT (-118.379135 34.15406)
10856,18059.0,Riverside / Tujunga,POINT (-118.379247 34.157542)
10855,18058.0,Riverside / Beck,POINT (-118.383544 34.157547)
10854,18057.0,Riverside / Colfax,POINT (-118.387408 34.157551)
6903,11313.0,Lankershim / Moorpark,POINT (-118.365836 34.150699)
1717,2829.0,Lankershim / Riverside,POINT (-118.366966 34.151982)
2742,4505.0,Riverside / Lankershim,POINT (-118.366458 34.152181)
3166,5088.0,Riverside / Lankershim,POINT (-118.366633 34.152383)
6907,11317.0,Lankershim / Riverside,POINT (-118.366942 34.152501)
1710,2820.0,Lankershim / Hortense,POINT (-118.368564 34.154604)
6902,11310.0,Lankershim / Kling,POINT (-118.368766 34.155516)
6917,11330.0,Lankershim / Vineland,POINT (-118.370494 34.158352)
1725,2839.0,Lankershim / La Maida,POINT (-118.371118 34.158847)
6900,11307.0,Lankershim / Hesby,POINT (-118.372553 34.161802)
10928,18137.0,Riverside / Tujunga,POINT (-118.379334 34.157745)
10929,18138.0,Riverside / Beck,POINT (-118.383214 34.157746)
1887,3081.0,Colfax / Magnolia,POINT (-118.387791 34.16461)
7055,11568.0,Magnolia / Tujunga,POINT (-118.379111 34.16478)
1886,3080.0,Magnolia / Colfax,POINT (-118.387895 34.16478)
1893,3087.0,Magnolia / Lemp,POINT (-118.384119 34.164783)
11236,20293.0,Magnolia / Lemp,POINT (-118.384782 34.165034)
1882,3076.0,Magnolia / Tujunga,POINT (-118.379278 34.165035)
11035,19100.0,Lankershim / Chandler,POINT (-118.37653 34.167827)
5755,9252.0,Chandler / Lankershim,POINT (-118.377041 34.168227)
1709,2819.0,Lankershim / Hesby,POINT (-118.37307 34.162103)
1897,3091.0,Lankershim / Magnolia,POINT (-118.374628 34.164687)
11164,20145.0,Magnolia / Riverton,POINT (-118.366034 34.164804)
7057,11581.0,Magnolia / Vineland,POINT (-118.370021 34.164808)
11509,140751.0,Magnolia / Lankershim,POINT (-118.375165 34.165048)
11234,20291.0,Magnolia / Cahuenga,POINT (-118.361827 34.165058)
11235,20292.0,Magnolia / Riverton,POINT (-118.366068 34.165059)
1712,2824.0,Lankershim / Magnolia,POINT (-118.374577 34.165165)
9400,15567.0,Vineland / Magnolia,POINT (-118.370194 34.165206)
2012,3285.0,Chandler / Vineland,POINT (-118.370591 34.168023)
11165,20146.0,Magnolia / Cahuenga,POINT (-118.361164 34.164802)
11166,20147.0,Magnolia / Biloxi,POINT (-118.358421 34.164805)
11233,20290.0,Magnolia / Biloxi,POINT (-118.358091 34.165058)
11167,20148.0,Magnolia / Clybourn,POINT (-118.354891 34.16509)
3367,5373.0,Burbank / Cahuenga,POINT (-118.361689 34.17205)
9466,15684.0,North Hollywood Station,POINT (-118.377987 34.168463)
70,159.0,Lankershim / Chandler,POINT (-118.377003 34.168609)
11044,20002.0,Lankershim / Chandler,POINT (-118.376732 34.168728)
6894,11300.0,Lankershim / Burbank,POINT (-118.378684 34.171984)
3570,5650.0,Lankershim / Burbank,POINT (-118.379033 34.171998)
3569,5649.0,Burbank / Troost,POINT (-118.386801 34.172038)
3556,5633.0,Burbank / Troost,POINT (-118.386802 34.172296)
219,338.0,Burbank / Lankershim,POINT (-118.379463 34.172303)
1705,2811.0,Lankershim / Burbank,POINT (-118.379221 34.17232)
6899,11306.0,Lankershim / Hatteras,POINT (-118.380943 34.175727)
9994,16546.0,Western / Franklin,POINT (-118.309434 34.10441)
10876,18080.0,Victory / Riverside,POINT (-118.297067 34.158708)
6483,10575.0,Foothill / Hillhaven,POINT (-118.29072 34.249693)
6493,10588.0,Foothill / Mountair,POINT (-118.293008 34.251083)
1224,2037.0,Foothill / Mountair,POINT (-118.292956 34.251366)
2421,3956.0,Foothill / Fernglen,POINT (-118.294276 34.252231)
6512,10611.0,Foothill / Valmont,POINT (-118.295091 34.252441)
6474,10564.0,Foothill / Day,POINT (-118.298253 34.254651)
1234,2048.0,Foothill / Plainview,POINT (-118.298085 34.254879)
6463,10553.0,Foothill / Apperson,POINT (-118.299355 34.2557)
1194,2003.0,Foothill / Apperson,POINT (-118.299556 34.25628)
6518,10618.0,Foothill / Wyngate,POINT (-118.301308 34.257586)
1248,2067.0,Foothill / Wyngate,POINT (-118.301077 34.257751)
1223,2036.0,Foothill / Mt Gleason,POINT (-118.302472 34.259105)
2013,3286.0,Chandler / Vineland,POINT (-118.37059 34.168227)
11322,30001.0,North Hollywood Station,POINT (-118.375295 34.168829)
4557,7200.0,Vineland / Chandler,POINT (-118.370432 34.168833)
9387,15548.0,Vineland / Chandler,POINT (-118.370125 34.168897)
4555,7196.0,Vineland / Burbank,POINT (-118.370419 34.171902)
9384,15544.0,Vineland / Burbank,POINT (-118.370115 34.171972)
3368,5374.0,Burbank / Cahuenga,POINT (-118.361987 34.172308)
9389,15550.0,Vineland / Hatteras,POINT (-118.370112 34.175673)
4559,7202.0,Vineland / Hatteras,POINT (-118.370417 34.175947)
9392,15555.0,Vineland / Oxnard,POINT (-118.370114 34.1793)
1708,2818.0,Lankershim / Hatteras,POINT (-118.38136 34.175858)
6895,11301.0,Lankershim / Califa,POINT (-118.382049 34.177537)
1706,2812.0,Lankershim / Califa,POINT (-118.382466 34.177668)
1715,2827.0,Lankershim / Oxnard,POINT (-118.383352 34.179138)
2541,4177.0,Oxnard / Colfax,POINT (-118.387909 34.179338)
11162,20143.0,Oxnard / Lankershim,POINT (-118.383532 34.179338)
6905,11315.0,Oxnard / Lankershim,POINT (-118.383698 34.179535)
7603,12657.0,Oxnard / Colfax,POINT (-118.38758 34.179537)
6897,11304.0,Lankershim / Oxnard,POINT (-118.383342 34.179677)
2229,3620.0,Lankershim / Erwin,POINT (-118.38554 34.182757)
4562,7208.0,Vineland / Oxnard,POINT (-118.37042 34.179574)
4558,7201.0,Vineland / Erwin,POINT (-118.370431 34.182811)
9388,15549.0,Vineland / Erwin,POINT (-118.370142 34.183367)
9316,15466.0,Victory / Cahuenga,POINT (-118.361749 34.186)
4568,7216.0,Vineland / Victory,POINT (-118.37044 34.186435)
9327,15477.0,Victory / Fair,POINT (-118.374819 34.186573)
9320,15470.0,Victory / Cleon,POINT (-118.368252 34.186582)
9363,15519.0,Victory / Vineland,POINT (-118.369955 34.186583)
9318,15468.0,Victory / Cartwright,POINT (-118.363894 34.186587)
4500,7129.0,Victory / Fair,POINT (-118.374489 34.186827)
11261,20345.0,Lankershim / Erwin,POINT (-118.385262 34.182873)
9335,15485.0,Victory / Lankershim,POINT (-118.387275 34.186564)
9311,15460.0,Victory / Beck,POINT (-118.383046 34.186567)
9356,15511.0,Victory / Tujunga,POINT (-118.379174 34.186568)
4508,7137.0,Victory / Lankershim,POINT (-118.387617 34.186819)
4485,7114.0,Victory / Beck,POINT (-118.383212 34.186819)
4531,7162.0,Victory / Tujunga,POINT (-118.378844 34.186822)
1724,2838.0,Lankershim / Victory,POINT (-118.387918 34.186842)
6916,11329.0,Lankershim / Victory,POINT (-118.387598 34.186962)
1711,2822.0,Lankershim / Kittridge,POINT (-118.387896 34.190055)
4481,7110.0,Victory / Vineland,POINT (-118.370617 34.186833)
4493,7122.0,Victory / Cleon,POINT (-118.367922 34.186836)
4515,7145.0,Victory / Clybourn,POINT (-118.363564 34.186841)
9399,15563.0,Vineland / Victory,POINT (-118.370135 34.186983)
9390,15553.0,Vineland / Kittridge,POINT (-118.370139 34.190176)
4560,7205.0,Vineland / Kittridge,POINT (-118.370445 34.19045)
4567,7215.0,Vineland / Vanowen,POINT (-118.370439 34.193684)
4292,6839.0,Vanowen / Fair,POINT (-118.374316 34.193829)
4335,6889.0,Vanowen / Vineland,POINT (-118.369954 34.193834)
4321,6871.0,Vanowen / Riverton,POINT (-118.366075 34.193843)
6901,11309.0,Lankershim / Kittridge,POINT (-118.387589 34.190193)
1723,2837.0,Lankershim / Vanowen,POINT (-118.387893 34.193671)
4303,6851.0,Vanowen / Lankershim,POINT (-118.387907 34.193819)
4279,6826.0,Vanowen / Beck,POINT (-118.383059 34.193821)
4330,6882.0,Vanowen / Tujunga,POINT (-118.378674 34.193827)
9098,15182.0,Vanowen / Beck,POINT (-118.383722 34.194074)
9148,15235.0,Vanowen / Tujunga,POINT (-118.378841 34.194079)
6915,11328.0,Lankershim / Vanowen,POINT (-118.387592 34.194221)
1707,2817.0,Lankershim / Hart,POINT (-118.387902 34.197716)
6898,11305.0,Lankershim / Hart,POINT (-118.387598 34.197758)
4490,7119.0,Victory / Cahuenga,POINT (-118.361299 34.185996)
1995,3252.0,San Fernando / Lockheed,POINT (-118.35276 34.208176)
1996,3253.0,San Fernando / Lockheed,POINT (-118.353458 34.20827)
3674,5820.0,San Fernando / Arvilla,POINT (-118.356251 34.210228)
452,732.0,Vanowen / Clybourn,POINT (-118.36384 34.19385)
9112,15196.0,Vanowen / Fair,POINT (-118.374978 34.19408)
9153,15240.0,Vanowen / Vineland,POINT (-118.370021 34.194087)
9140,15225.0,Vanowen / Riverton,POINT (-118.365745 34.194097)
9104,15188.0,Vanowen / Clybourn,POINT (-118.36351 34.194107)
9398,15562.0,Vineland / Vanowen,POINT (-118.370131 34.194235)
9394,15558.0,Vineland / Sherman Way,POINT (-118.370442 34.200933)
3924,6230.0,Sherman Way / Fair,POINT (-118.374825 34.201107)
8736,14583.0,Sherman Way / Fair,POINT (-118.374991 34.201307)
8766,14618.0,Sherman Way / Vineland,POINT (-118.370622 34.201307)
3905,6211.0,Sherman Way / Laurel Canyon,POINT (-118.396166 34.200473)
123,221.0,Sherman Way / Laurel Canyon,POINT (-118.396779 34.200759)
3887,6186.0,Sherman Way / Radford,POINT (-118.392277 34.201115)
8722,14568.0,Sherman Way / Radford,POINT (-118.39194 34.201305)
1727,2841.0,Sherman Way / Lankershim,POINT (-118.388111 34.201315)
1765,2915.0,Laurel Canyon / Runnymede,POINT (-118.396654 34.205783)
6959,11405.0,Laurel Canyon / Runnymede,POINT (-118.396348 34.206031)
3823,6090.0,Saticoy / Lankershim,POINT (-118.388028 34.208374)
3834,6101.0,Saticoy / Radford,POINT (-118.391887 34.208376)
3824,6091.0,Saticoy / Laurel Canyon,POINT (-118.396667 34.208379)
1728,2842.0,Lankershim / Sherman Way,POINT (-118.387934 34.200939)
6911,11322.0,Lankershim / Sherman Way,POINT (-118.387627 34.201077)
11553,140819.0,Sherman Way / Tujunga,POINT (-118.379174 34.201112)
3892,6192.0,Sherman Way / Beck,POINT (-118.383526 34.201112)
3904,6210.0,Sherman Way / Lankershim,POINT (-118.387448 34.201114)
11296,24024.0,Sherman Way / Tujunga,POINT (-118.378844 34.201311)
8727,14573.0,Sherman Way / Beck,POINT (-118.383196 34.201311)
6908,11318.0,Lankershim / Runnymede,POINT (-118.387625 34.205622)
1718,2830.0,Lankershim / Runnymede,POINT (-118.38793 34.205896)
1720,2832.0,Lankershim / Saticoy,POINT (-118.387931 34.208199)
4564,7211.0,Vineland / Sherman Way,POINT (-118.37014 34.201484)
9397,15561.0,Vineland / Valerio,POINT (-118.370451 34.204558)
4566,7214.0,Vineland / Valerio,POINT (-118.370149 34.205108)
4563,7210.0,Vineland / Saticoy,POINT (-118.370461 34.208179)
3818,6083.0,Saticoy / Fair,POINT (-118.374841 34.208364)
8689,14499.0,Saticoy / Vineland,POINT (-118.370641 34.208555)
8657,14465.0,Saticoy / Fair,POINT (-118.374511 34.208563)
9393,15557.0,Vineland / Saticoy,POINT (-118.370159 34.20873)
9395,15559.0,Vineland / Stagg,POINT (-118.370467 34.211809)
11294,24021.0,Vineland / Stagg,POINT (-118.37016 34.211948)
6910,11321.0,Lankershim / Saticoy,POINT (-118.387627 34.208337)
3846,6113.0,Saticoy / Tujunga,POINT (-118.379213 34.208369)
3810,6074.0,Saticoy / Beck,POINT (-118.383572 34.208372)
8685,14495.0,Saticoy / Tujunga,POINT (-118.378883 34.208568)
8650,14456.0,Saticoy / Beck,POINT (-118.383243 34.208571)
8663,14473.0,Saticoy / Lankershim,POINT (-118.387615 34.208574)
6912,11323.0,Lankershim / Stagg,POINT (-118.387931 34.211829)
1721,2834.0,Lankershim / Stagg,POINT (-118.387628 34.211967)
6913,11324.0,Lankershim / Strathern,POINT (-118.387948 34.215459)
1722,2835.0,Lankershim / Strathern,POINT (-118.387644 34.215603)
9396,15560.0,Vineland / Strathern,POINT (-118.370468 34.215846)
8537,14228.0,San Fernando / Clybourn,POINT (-118.364518 34.215856)
4565,7212.0,Vineland / Strathern,POINT (-118.370165 34.215984)
3698,5852.0,San Fernando / Clybourn,POINT (-118.364506 34.216216)
8538,14229.0,San Fernando / Sunland,POINT (-118.368851 34.218819)
4556,7199.0,Sunland / San Fernando,POINT (-118.36902 34.218851)
9386,15547.0,Sunland / San Fernando,POINT (-118.369318 34.218935)
3699,5853.0,San Fernando / Sunland,POINT (-118.368782 34.219102)
4008,6373.0,Sunland / Roscoe,POINT (-118.367042 34.221275)
8844,14740.0,Sunland / Roscoe,POINT (-118.367386 34.221302)
1701,2807.0,Lankershim / Cantara,POINT (-118.387625 34.219238)
6891,11296.0,Lankershim / Cantara,POINT (-118.38793 34.219443)
6921,11335.0,Lankershim / Tuxford,POINT (-118.387926 34.222109)
4172,6628.0,Tuxford / Lankershim,POINT (-118.387429 34.22261)
4171,6627.0,Lankershim / Tuxford,POINT (-118.387619 34.222934)
1404,2333.0,Tuxford / Lankershim,POINT (-118.387124 34.223183)
8529,14216.0,San Fernando / Penrose,POINT (-118.377265 34.224525)
4169,6624.0,Tuxford / Telfair,POINT (-118.384577 34.224694)
3691,5842.0,San Fernando / Penrose,POINT (-118.3772 34.224811)
8993,14989.0,Tuxford / Telfair,POINT (-118.384526 34.225068)
8524,14211.0,Sun Valley Metrolink Station,POINT (-118.372879 34.221552)
